image_name,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,label
person_0.jpg,0.1859727203845977,0.4906707108020782,0.1895915120840072,0.4775095880031585,0.1889422684907913,0.4797478318214416,0.1636080592870712,0.4587840437889099,0.170455202460289,0.4665303230285644,0.1275280267000198,0.4606409668922424,0.1517605781555175,0.4655279517173767,0.1836797595024109,0.4807839691638946,0.2456313818693161,0.4661051034927368,0.381228357553482,0.394807368516922,0.4328934848308563,0.4012270867824554,0.1821861118078231,0.4038059413433075,0.2033370584249496,0.4335747361183166,0.3370994627475738,0.4244893789291382,0.3408006727695465,0.4317367076873779,0.5405962467193604,0.3400540947914123,0.5342665910720825,0.3460513353347778,falldown
person_1.jpg,0.184293195605278,0.4843388199806213,0.1870544999837875,0.4713163077831268,0.1879524290561676,0.474027156829834,0.1608682572841644,0.4521002173423767,0.1722673028707504,0.4609532952308655,0.1259336769580841,0.456857830286026,0.1569521576166153,0.4605752527713775,0.1692062467336654,0.4807534217834472,0.2463322728872299,0.4624004364013672,0.3483489751815796,0.3940846920013428,0.4228214919567108,0.4078434407711029,0.1862038522958755,0.4031977653503418,0.2110522836446762,0.4315317571163177,0.3382687270641327,0.4271016716957092,0.3446429073810577,0.432619035243988,0.5417149066925049,0.3464625179767608,0.535097599029541,0.3520437777042389,falldown
person_2.jpg,0.1822829246520996,0.4831792414188385,0.1847432553768158,0.4683726131916046,0.1847253292798996,0.4733422696590423,0.1578714400529861,0.4480869472026825,0.1679950207471847,0.4624840021133423,0.1232976913452148,0.4516237676143646,0.1558592915534973,0.4668202698230743,0.1745148003101349,0.4722565710544586,0.2463447898626327,0.4763694405555725,0.3595967292785644,0.3852054476737976,0.4196626842021942,0.4107809364795685,0.1837523281574249,0.4027911722660064,0.2096606791019439,0.4356625080108642,0.3326566219329834,0.4211150705814361,0.3404413163661957,0.4339205622673034,0.5346585512161255,0.3429190516471863,0.5296112298965454,0.3541548550128937,falldown
person_3.jpg,0.1892593204975128,0.4934993386268616,0.1918245404958725,0.4799624383449554,0.1919764727354049,0.4825704097747803,0.165191575884819,0.4596951603889465,0.174026221036911,0.4686186611652374,0.1289242804050445,0.45963254570961,0.1607009917497635,0.4658896028995514,0.1940504610538482,0.4778845608234405,0.2601653039455414,0.4646219611167907,0.3958298861980438,0.3907195925712585,0.4359975755214691,0.3962705731391907,0.1840764731168747,0.3985998928546905,0.2104038298130035,0.4286074042320251,0.3417235612869262,0.4204282462596893,0.3501414954662323,0.4292263686656952,0.5431704521179199,0.3404242396354675,0.5363450646400452,0.3489469885826111,falldown
person_4.jpg,0.1876302510499954,0.4855716228485107,0.1909924149513244,0.4719454646110534,0.1916772425174713,0.4758880138397217,0.1637537032365799,0.451434463262558,0.1757415235042572,0.4631780982017517,0.1264156848192215,0.4534718990325928,0.1560474932193756,0.4642625451087951,0.1646396517753601,0.4842889606952667,0.2312746345996856,0.4818035364151001,0.3467229306697845,0.3997054696083069,0.4071566760540008,0.4295956492424011,0.1848360896110534,0.4038082063198089,0.2089568227529525,0.4351279437541961,0.3296707272529602,0.424402117729187,0.3348912000656128,0.4350297451019287,0.5372382998466492,0.3471379280090332,0.5332311987876892,0.35707488656044,falldown
person_5.jpg,0.1866103857755661,0.4936465919017792,0.1903551667928695,0.4801422357559204,0.1892486214637756,0.4824872016906738,0.1640746891498565,0.4608232975006103,0.1702382266521453,0.4689143300056457,0.1257866472005844,0.4593575298786163,0.1559630185365677,0.4659075736999511,0.188877448439598,0.4743105769157409,0.253974586725235,0.4638941884040832,0.3927110433578491,0.3832383155822754,0.4351476728916168,0.3960798680782318,0.1820998638868332,0.398654967546463,0.2069221585988998,0.4291810393333435,0.33770352602005,0.4180622398853302,0.3442103564739227,0.4279443323612213,0.542439877986908,0.3404268324375152,0.5356323719024658,0.3508091866970062,falldown
person_6.jpg,0.1886998862028122,0.4852991998195648,0.1928805261850357,0.4749528765678406,0.1906789392232895,0.4766741693019867,0.1677024215459823,0.4611835181713104,0.171653538942337,0.4674760401248932,0.1316623985767364,0.4607784748077392,0.1540781557559967,0.4640349447727203,0.171444684267044,0.4883084595203399,0.2504745125770569,0.4715474545955658,0.3361067175865173,0.4130918383598327,0.4172932803630829,0.42194265127182,0.1944339126348495,0.4066409766674042,0.2120174467563629,0.4351665079593658,0.3548884987831116,0.4415953457355499,0.3538777828216553,0.4487603008747101,0.5617459416389465,0.3475439250469208,0.5539807677268982,0.3557513058185577,falldown
person_7.jpg,0.2495537847280502,0.4344561994075775,0.2492049783468246,0.4312784075736999,0.2484950572252273,0.4339331388473511,0.2370805740356445,0.4342246055603027,0.2404915392398834,0.4398382306098938,0.2345224618911743,0.439255803823471,0.2452402859926223,0.4366583824157715,0.3016315102577209,0.4398961067199707,0.3050223886966705,0.4159821271896362,0.4017407596111297,0.4207879900932312,0.3517470359802246,0.4156066179275512,0.30844447016716,0.4016732573509216,0.3240974843502044,0.4196594655513763,0.4090735614299774,0.410805344581604,0.4368836581707001,0.4130475521087646,0.5514184236526489,0.3577757775783539,0.6004010438919067,0.3588248491287231,falldown
person_8.jpg,0.244096353650093,0.4330589771270752,0.2444923967123031,0.4297766983509063,0.2416534423828125,0.4324474930763244,0.2356384992599487,0.4323931932449341,0.2333327531814575,0.4380605220794678,0.2389911264181137,0.4369330406188965,0.2429795116186142,0.4353156983852386,0.3207679688930511,0.4188157916069031,0.3046244084835052,0.403793066740036,0.4362343847751617,0.3819977045059204,0.3538584411144256,0.3895551562309265,0.3071646392345428,0.4045878946781158,0.3206813335418701,0.4201837182044983,0.376533955335617,0.4133212566375732,0.4204090237617492,0.4137301445007324,0.496775358915329,0.3472306132316589,0.5760509967803955,0.343753844499588,falldown
person_9.jpg,0.2485370635986328,0.4367072880268097,0.2493508160114288,0.4333439767360687,0.2465295791625976,0.4356119930744171,0.2396875917911529,0.4358143210411072,0.23709137737751,0.4399154186248779,0.2393296211957931,0.4387348294258117,0.2428460121154785,0.434660255908966,0.3202454149723053,0.4212053120136261,0.3106642663478851,0.3966111838817596,0.434017151594162,0.3880068957805633,0.3648276627063751,0.3722596168518066,0.3071184754371643,0.4054528176784515,0.3185659348964691,0.4217697978019714,0.3950060307979584,0.4126491844654083,0.4247990250587463,0.4139884412288666,0.5305768847465515,0.3499479591846466,0.5878345370292664,0.3486092984676361,falldown
